University Name,Subject,Ranking Instituion,Year,World Rank,Total Score
Universidad Tecnica Federico Santa Maria,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
"University at Buffalo, the State University of New York",Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Aveiro,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Barcelona,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Bergen,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Buenos Aires,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Cagliari,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Campania Luigi Vanvitelli,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Catania,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Clermont Auvergne,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Ferrara,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Goettingen,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Graz,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Insubria,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Liverpool,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Macau,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Mainz,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Maribor,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Miami,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Munich,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Orleans,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Oslo,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Poitiers,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Quebec Montreal,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Rouen,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Salamanca,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Salzburg,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Santiago Compostela,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of South Carolina - Columbia,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Strasbourg,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Tuebingen,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Versailles Saint-Quentin-en-Yvelines,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Wollongong,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Wroclaw,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of York,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
University of Zaragoza,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
Utah State University,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
Virginia Polytechnic Institute and State University,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
Warsaw University of Technology,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
Washington University in St. Louis,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
Xi'an Jiaotong University,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
Yunnan Normal University,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
Yunnan University of Finance and Economics,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
Zhengzhou University,Mathematics,ShanghaiRanking-ARWU,2020,301-400,
Aarhus University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
AGH University of Science and Technology,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Amirkabir University of Technology,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Atilim University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Babe????-Bolyai University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Ben-Gurion University of the Negev,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Brescia University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Budapest University of Technology and Economics,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Cairo University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Catholic University of the Sacred Heart,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
China University of Geosciences (Wuhan),Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Chongqing University of Posts and Telecommunications,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Comenius University in Bratislava,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
COMSATS University Islamabad,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Dartmouth College,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Durham University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Eindhoven University of Technology,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Eotvos Lorand University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Ghent University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Gyeongsang National University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Hangzhou Dianzi University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Harbin Engineering University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Hasselt University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Heidelberg University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Henan Polytechnic University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Hunan City University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Jean Monnet University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Jiangnan University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Kaohsiung Medical University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Karlsruhe Institute of Technology (KIT),Mathematics,ShanghaiRanking-ARWU,2020,401-500,
King Fahd University of Petroleum & Minerals,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
King Mongkut's University of Technology North Bangkok,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Kirikkale University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Lanzhou University of Technology,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Loughborough University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Ludong University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Mansoura University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Missouri University of Science and Technology,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Nanyang Technological University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
"National University of Ireland, Galway",Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Newcastle University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Ningbo University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Queen's University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Shandong Normal University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Shanxi University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Slovak University of Technology in Bratislava,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Soochow University (China),Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Southern University of Science and Technology,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Southwest Jiaotong University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Taiyuan University of Technology,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Technical University of Denmark,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Technical University of Dortmund,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
The University of Adelaide,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
The University of Melbourne,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
The University of Reading,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
The University of Texas at Arlington,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Tohoku University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Umea University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
UNESP,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
United Arab Emirates University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Universidad de Cadiz,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Universidad Del Bio-Bio,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Arkansas at Fayetteville,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Augsburg,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Delaware,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Franche-Comte,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Haifa,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Houston,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Innsbruck,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Ioannina,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Iowa,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Leicester,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of North Carolina at Chapel Hill,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of North Carolina at Charlotte,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Oklahoma - Norman,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Palermo,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Rochester,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Salerno,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Strathclyde,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Stuttgart,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Sussex,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Sydney,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Tennessee - Knoxville,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Texas Rio Grande Valley,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of the Republic - Uruguay,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Turku,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Ulm,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Wuerzburg,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
University of Zagreb,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Victoria University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Vrije Universiteit Amsterdam,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Vrije Universiteit Brussel (VUB),Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Waseda University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Western University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Wilfrid Laurier University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
York University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Yunnan University,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Zhejiang University of Technology,Mathematics,ShanghaiRanking-ARWU,2020,401-500,
Massachusetts Institute of Technology (MIT),Physics,ShanghaiRanking-ARWU,2020,1,390.1
Stanford University,Physics,ShanghaiRanking-ARWU,2020,2,350.6
The University of Tokyo,Physics,ShanghaiRanking-ARWU,2020,3,343.1
"University of California, Berkeley",Physics,ShanghaiRanking-ARWU,2020,4,342.6
California Institute of Technology,Physics,ShanghaiRanking-ARWU,2020,5,338.9
University of Chicago,Physics,ShanghaiRanking-ARWU,2020,6,337.6
Harvard University,Physics,ShanghaiRanking-ARWU,2020,7,336.6
Princeton University,Physics,ShanghaiRanking-ARWU,2020,8,336.3
Paris-Saclay University,Physics,ShanghaiRanking-ARWU,2020,9,319.7
PSL University,Physics,ShanghaiRanking-ARWU,2020,10,319.1
The University of Edinburgh,Physics,ShanghaiRanking-ARWU,2020,11,301.6
"University of California, Santa Barbara",Physics,ShanghaiRanking-ARWU,2020,12,296.2
University of Colorado at Boulder,Physics,ShanghaiRanking-ARWU,2020,13,291.7
Sorbonne University,Physics,ShanghaiRanking-ARWU,2020,14,291.3
The University of Manchester,Physics,ShanghaiRanking-ARWU,2020,15,289.1
University of Washington,Physics,ShanghaiRanking-ARWU,2020,16,285.2
University of Cambridge,Physics,ShanghaiRanking-ARWU,2020,17,272.1
Cornell University,Physics,ShanghaiRanking-ARWU,2020,18,268.5
University of Illinois at Urbana-Champaign,Physics,ShanghaiRanking-ARWU,2020,19,264.4
University of Oxford,Physics,ShanghaiRanking-ARWU,2020,20,263.6
Columbia University,Physics,ShanghaiRanking-ARWU,2020,21,259.9
"University of Maryland, College Park",Physics,ShanghaiRanking-ARWU,2020,22,259.6
University of Michigan-Ann Arbor,Physics,ShanghaiRanking-ARWU,2020,22,259.6
University of Paris,Physics,ShanghaiRanking-ARWU,2020,24,255.7
Universit???? libre de Bruxelles (ULB),Physics,ShanghaiRanking-ARWU,2020,25,255.2
University of Munich,Physics,ShanghaiRanking-ARWU,2020,26,252.3
Tsinghua University,Physics,ShanghaiRanking-ARWU,2020,27,246.5
The Australian National University,Physics,ShanghaiRanking-ARWU,2020,28,245.7
Sapienza University of Rome,Physics,ShanghaiRanking-ARWU,2020,29,243.9
ETH Zurich,Physics,ShanghaiRanking-ARWU,2020,30,241.7
"University of California, Irvine",Physics,ShanghaiRanking-ARWU,2020,31,239.5
Nagoya University,Physics,ShanghaiRanking-ARWU,2020,32,238.6
Imperial College London,Physics,ShanghaiRanking-ARWU,2020,33,238.4
University of Padua,Physics,ShanghaiRanking-ARWU,2020,34,237.3
University of Science and Technology of China,Physics,ShanghaiRanking-ARWU,2020,35,236.2
University of Geneva,Physics,ShanghaiRanking-ARWU,2020,36,235.4
Johns Hopkins University,Physics,ShanghaiRanking-ARWU,2020,37,234.8
Institut polytechnique de Paris,Physics,ShanghaiRanking-ARWU,2020,38,233.5
Universit???? Grenoble Alpes,Physics,ShanghaiRanking-ARWU,2020,39,232.9
Kyoto University,Physics,ShanghaiRanking-ARWU,2020,40,232.8
Peking University,Physics,ShanghaiRanking-ARWU,2020,41,232.4
University College London,Physics,ShanghaiRanking-ARWU,2020,42,231.1
University of Pennsylvania,Physics,ShanghaiRanking-ARWU,2020,43,230.5
Heidelberg University,Physics,ShanghaiRanking-ARWU,2020,44,227.9
Uppsala University,Physics,ShanghaiRanking-ARWU,2020,45,225.9
University of Pisa,Physics,ShanghaiRanking-ARWU,2020,46,225.7
The Ohio State University - Columbus,Physics,ShanghaiRanking-ARWU,2020,47,225.5
Brown University,Physics,ShanghaiRanking-ARWU,2020,48,225
Swiss Federal Institute of Technology Lausanne,Physics,ShanghaiRanking-ARWU,2020,49,224.9
Yale University,Physics,ShanghaiRanking-ARWU,2020,50,224.5
Aix Marseille University,Physics,ShanghaiRanking-ARWU,2020,51-75,
Autonomous University of Madrid,Physics,ShanghaiRanking-ARWU,2020,51-75,
Moscow State University,Physics,ShanghaiRanking-ARWU,2020,51-75,
Northwestern University,Physics,ShanghaiRanking-ARWU,2020,51-75,
Radboud University Nijmegen,Physics,ShanghaiRanking-ARWU,2020,51-75,
The Chinese University of Hong Kong,Physics,ShanghaiRanking-ARWU,2020,51-75,
The University of Glasgow,Physics,ShanghaiRanking-ARWU,2020,51-75,
The University of Texas at Austin,Physics,ShanghaiRanking-ARWU,2020,51-75,
University of Birmingham,Physics,ShanghaiRanking-ARWU,2020,51-75,
University of Bologna,Physics,ShanghaiRanking-ARWU,2020,51-75,
University of Bonn,Physics,ShanghaiRanking-ARWU,2020,51-75,
University of British Columbia,Physics,ShanghaiRanking-ARWU,2020,51-75,
"University of California, Los Angeles",Physics,ShanghaiRanking-ARWU,2020,51-75,
University of Copenhagen,Physics,ShanghaiRanking-ARWU,2020,51-75,
University of Genoa,Physics,ShanghaiRanking-ARWU,2020,51-75,
University of Hamburg,Physics,ShanghaiRanking-ARWU,2020,51-75,
University of Mainz,Physics,ShanghaiRanking-ARWU,2020,51-75,
"University of Minnesota, Twin Cities",Physics,ShanghaiRanking-ARWU,2020,51-75,
University of Naples Federico II,Physics,ShanghaiRanking-ARWU,2020,51-75,
University of Roma - Tor Vergata,Physics,ShanghaiRanking-ARWU,2020,51-75,
University of Toronto,Physics,ShanghaiRanking-ARWU,2020,51-75,
University of Warsaw,Physics,ShanghaiRanking-ARWU,2020,51-75,
University of Waterloo,Physics,ShanghaiRanking-ARWU,2020,51-75,
University of Wisconsin - Madison,Physics,ShanghaiRanking-ARWU,2020,51-75,
University of Zurich,Physics,ShanghaiRanking-ARWU,2020,51-75,
Claude Bernard University Lyon 1,Physics,ShanghaiRanking-ARWU,2020,76-100,
Indiana University Bloomington,Physics,ShanghaiRanking-ARWU,2020,76-100,
International School for Advanced Studies,Physics,ShanghaiRanking-ARWU,2020,76-100,
Karlsruhe Institute of Technology (KIT),Physics,ShanghaiRanking-ARWU,2020,76-100,
Michigan State University,Physics,ShanghaiRanking-ARWU,2020,76-100,
Pennsylvania State University - University Park,Physics,ShanghaiRanking-ARWU,2020,76-100,
RWTH Aachen University,Physics,ShanghaiRanking-ARWU,2020,76-100,
Scuola Normale Superiore - Pisa,Physics,ShanghaiRanking-ARWU,2020,76-100,
Seoul National University,Physics,ShanghaiRanking-ARWU,2020,76-100,
Shanghai Jiao Tong University,Physics,ShanghaiRanking-ARWU,2020,76-100,
Stockholm University,Physics,ShanghaiRanking-ARWU,2020,76-100,
University of Amsterdam,Physics,ShanghaiRanking-ARWU,2020,76-100,
University of Bristol,Physics,ShanghaiRanking-ARWU,2020,76-100,
"University of California, Davis",Physics,ShanghaiRanking-ARWU,2020,76-100,
"University of California, San Diego",Physics,ShanghaiRanking-ARWU,2020,76-100,
University of Liverpool,Physics,ShanghaiRanking-ARWU,2020,76-100,
University of Milan,Physics,ShanghaiRanking-ARWU,2020,76-100,
University of Perugia,Physics,ShanghaiRanking-ARWU,2020,76-100,
University of Rochester,Physics,ShanghaiRanking-ARWU,2020,76-100,
University of Savoy,Physics,ShanghaiRanking-ARWU,2020,76-100,
University of Southampton,Physics,ShanghaiRanking-ARWU,2020,76-100,
University of Trento,Physics,ShanghaiRanking-ARWU,2020,76-100,
University of Turin,Physics,ShanghaiRanking-ARWU,2020,76-100,
University of Warwick,Physics,ShanghaiRanking-ARWU,2020,76-100,
Weizmann Institute of Science,Physics,ShanghaiRanking-ARWU,2020,76-100,
Autonomous University of Barcelona,Physics,ShanghaiRanking-ARWU,2020,101-150,
Boston University,Physics,ShanghaiRanking-ARWU,2020,101-150,
Carnegie Mellon University,Physics,ShanghaiRanking-ARWU,2020,101-150,
Charles University in Prague,Physics,ShanghaiRanking-ARWU,2020,101-150,
Duke University,Physics,ShanghaiRanking-ARWU,2020,101-150,
Florida State University,Physics,ShanghaiRanking-ARWU,2020,101-150,
King's College London,Physics,ShanghaiRanking-ARWU,2020,101-150,
KTH Royal Institute of Technology,Physics,ShanghaiRanking-ARWU,2020,101-150,
Leiden University,Physics,ShanghaiRanking-ARWU,2020,101-150,
Lund University,Physics,ShanghaiRanking-ARWU,2020,101-150,
McGill University,Physics,ShanghaiRanking-ARWU,2020,101-150,
Monash University,Physics,ShanghaiRanking-ARWU,2020,101-150,
Nanjing University,Physics,ShanghaiRanking-ARWU,2020,101-150,
National and Kapodistrian University of Athens,Physics,ShanghaiRanking-ARWU,2020,101-150,
